,assembly,BGC,cblast_score,,
3480,23,scaffold_745,621,,23_scaffold_745
3481,23,scaffold_620,626,,23_scaffold_620
3482,23,scaffold_134,3743,,23_scaffold_134
3483,23,scaffold_427,,,23_scaffold_427
3484,23,scaffold_373,2699,,23_scaffold_373
3485,23,scaffold_129,3972,,23_scaffold_129
3486,23,scaffold_124,3740,,23_scaffold_124
3487,23,scaffold_145,5561,,23_scaffold_145
3488,23,scaffold_225,5837,,23_scaffold_225
3489,23,scaffold_191,7954,,23_scaffold_191
3490,23,scaffold_17,3123,,23_scaffold_17
3491,23,scaffold_8,808,,23_scaffold_8
3492,321,scaffold_12,,,321_scaffold_12
3493,321,scaffold_4,2518,,321_scaffold_4
3494,321,scaffold_49,,,321_scaffold_49
3495,321,scaffold_9,,,321_scaffold_9
3496,321,scaffold_168,,,321_scaffold_168
3497,321,scaffold_73,,,321_scaffold_73
3498,321,scaffold_28,,,321_scaffold_28
3499,321,scaffold_443,954,,321_scaffold_443
3500,321,scaffold_264,,,321_scaffold_264
3501,321,scaffold_146,,,321_scaffold_146
3502,321,scaffold_208,,,321_scaffold_208
3503,321,scaffold_190,,,321_scaffold_190
3504,321,scaffold_110,,,321_scaffold_110
3505,321,scaffold_534,,,321_scaffold_534
3506,321,scaffold_14,,,321_scaffold_14
3507,321,scaffold_2,,,321_scaffold_2
3508,321,scaffold_178,1070,,321_scaffold_178
3509,321,scaffold_38,,,321_scaffold_38
3510,321,scaffold_78,,,321_scaffold_78
3511,321,scaffold_75,,,321_scaffold_75
3512,321,scaffold_60,,,321_scaffold_60
3513,321,scaffold_259,,,321_scaffold_259
3514,321,scaffold_444,,,321_scaffold_444
3515,321,scaffold_79,,,321_scaffold_79
3516,321,scaffold_39,,,321_scaffold_39
3517,321,scaffold_237,1117,,321_scaffold_237
3518,321,scaffold_95,,,321_scaffold_95
3519,321,scaffold_83,,,321_scaffold_83
3520,321,scaffold_18,,,321_scaffold_18
3521,321,scaffold_58,,,321_scaffold_58
3522,321,scaffold_98,,,321_scaffold_98
3523,321,scaffold_549,1109,,321_scaffold_549
3524,321,scaffold_64,,,321_scaffold_64
3525,321,scaffold_8,,,321_scaffold_8
3526,321,scaffold_5,2799,,321_scaffold_5
3527,321,scaffold_244,,,321_scaffold_244
3528,321,scaffold_51,,,321_scaffold_51
3529,226,scaffold_1,,,226_scaffold_1
3530,226,scaffold_11,,,226_scaffold_11
3531,226,scaffold_41,,,226_scaffold_41
3532,226,scaffold_18,1703,,226_scaffold_18
3533,226,scaffold_4,830,,226_scaffold_4
3534,226,scaffold_92,1253,,226_scaffold_92
3535,226,scaffold_2,6312,,226_scaffold_2
3536,226,scaffold_33,,,226_scaffold_33
3537,29,scaffold_346,,,29_scaffold_346
3538,29,scaffold_887,,,29_scaffold_887
3539,29,scaffold_891,1856,,29_scaffold_891
3540,29,scaffold_22,,,29_scaffold_22
3541,29,scaffold_136,489,,29_scaffold_136
3542,29,scaffold_922,466,,29_scaffold_922
3543,29,scaffold_8,3962,,29_scaffold_8
3544,29,scaffold_1979,,,29_scaffold_1979
3545,29,scaffold_371,4113,,29_scaffold_371
3546,29,scaffold_603,624,,29_scaffold_603
3547,29,scaffold_1053,,,29_scaffold_1053
3548,29,scaffold_745,177,,29_scaffold_745
3549,29,scaffold_352,3534,,29_scaffold_352
3550,29,scaffold_1697,5693,,29_scaffold_1697
3551,29,scaffold_848,,,29_scaffold_848
3552,29,scaffold_365,1581,,29_scaffold_365
3553,29,scaffold_183,,,29_scaffold_183
3554,29,scaffold_325,1158,,29_scaffold_325
3555,29,scaffold_1134,,,29_scaffold_1134
3556,29,scaffold_1011,,,29_scaffold_1011
3557,29,scaffold_1745,,,29_scaffold_1745
3558,29,scaffold_1237,1223,,29_scaffold_1237
3559,29,scaffold_1246,,,29_scaffold_1246
3560,29,scaffold_758,566,,29_scaffold_758
3561,29,scaffold_231,,,29_scaffold_231
3562,29,scaffold_1060,765,,29_scaffold_1060
3563,29,scaffold_1,3537,,29_scaffold_1
3564,29,scaffold_1776,,,29_scaffold_1776
3565,29,scaffold_1268,902,,29_scaffold_1268
3566,29,scaffold_111,4099,,29_scaffold_111
3567,29,scaffold_93,2380,,29_scaffold_93
3568,29,scaffold_1130,2117,,29_scaffold_1130
3569,29,scaffold_763,2133,,29_scaffold_763
3570,29,scaffold_946,,,29_scaffold_946
3571,29,scaffold_1457,363,,29_scaffold_1457
3572,29,scaffold_460,1839,,29_scaffold_460
3573,29,scaffold_588,,,29_scaffold_588
3574,29,scaffold_1379,,,29_scaffold_1379
3575,29,scaffold_572,1913,,29_scaffold_572
3576,29,scaffold_692,2338,,29_scaffold_692
3577,29,scaffold_511,1464,,29_scaffold_511
3578,29,scaffold_110,659,,29_scaffold_110
3579,29,scaffold_1837,,,29_scaffold_1837
3580,29,scaffold_1462,,,29_scaffold_1462
3581,29,scaffold_530,3234,,29_scaffold_530
3582,29,scaffold_65,1623,,29_scaffold_65
3583,29,scaffold_418,1016,,29_scaffold_418
3584,29,scaffold_19,278,,29_scaffold_19
3585,29,scaffold_222,462,,29_scaffold_222
3586,29,scaffold_638,976,,29_scaffold_638
3587,29,scaffold_63,1610,,29_scaffold_63
3588,29,scaffold_576,,,29_scaffold_576
3589,29,scaffold_161,2603,,29_scaffold_161
3590,29,scaffold_1065,763,,29_scaffold_1065
3591,29,scaffold_387,1230,,29_scaffold_387
3592,29,scaffold_307,4494,,29_scaffold_307
3593,29,scaffold_886,,,29_scaffold_886
3594,29,scaffold_348,,,29_scaffold_348
3595,29,scaffold_574,,,29_scaffold_574
3596,29,scaffold_313,,,29_scaffold_313
3597,29,scaffold_1332,635,,29_scaffold_1332
3598,29,scaffold_1940,,,29_scaffold_1940
3599,29,scaffold_163,,,29_scaffold_163
3600,125,scaffold_411,,,125_scaffold_411
3601,125,scaffold_37,,,125_scaffold_37
3602,125,scaffold_257,,,125_scaffold_257
3603,125,scaffold_241,,,125_scaffold_241
3604,125,scaffold_78,731,,125_scaffold_78
3605,125,scaffold_23,,,125_scaffold_23
3606,125,scaffold_391,,,125_scaffold_391
3607,125,scaffold_827,,,125_scaffold_827
3608,125,scaffold_99,,,125_scaffold_99
3609,125,scaffold_42,465,,125_scaffold_42
3610,125,scaffold_203,1027,,125_scaffold_203
3611,125,scaffold_33,,,125_scaffold_33
3612,125,scaffold_213,,,125_scaffold_213
3613,125,scaffold_1,,,125_scaffold_1
3614,125,scaffold_270,,,125_scaffold_270
3615,125,scaffold_10,3535,,125_scaffold_10
3616,125,scaffold_545,1509,,125_scaffold_545
3617,125,scaffold_585,,,125_scaffold_585
3618,125,scaffold_209,,,125_scaffold_209
3619,125,scaffold_860,,,125_scaffold_860
3620,125,scaffold_187,,,125_scaffold_187
3621,125,scaffold_510,,,125_scaffold_510
3622,125,scaffold_93,,,125_scaffold_93
3623,125,scaffold_24,,,125_scaffold_24
3624,125,scaffold_1011,,,125_scaffold_1011
3625,125,scaffold_797,,,125_scaffold_797
3626,125,scaffold_130,,,125_scaffold_130
3627,125,scaffold_722,,,125_scaffold_722
3628,125,scaffold_87,2877,,125_scaffold_87
3629,125,scaffold_703,792,,125_scaffold_703
3630,125,scaffold_115,1803,,125_scaffold_115
3631,125,scaffold_599,,,125_scaffold_599
3632,125,scaffold_471,2367,,125_scaffold_471
3633,125,scaffold_519,1088,,125_scaffold_519
3634,125,scaffold_139,,,125_scaffold_139
3635,125,scaffold_197,,,125_scaffold_197
3636,125,scaffold_55,3257,,125_scaffold_55
3637,125,scaffold_371,,,125_scaffold_371
3638,125,scaffold_214,,,125_scaffold_214
3639,125,scaffold_4,,,125_scaffold_4
3640,125,scaffold_934,,,125_scaffold_934
3641,125,scaffold_39,818,,125_scaffold_39
3642,125,scaffold_9,,,125_scaffold_9
3643,128,c00036_NODE,,,128_c00036_NODE
3644,128,c00018_NODE,938,,128_c00018_NODE
3645,128,c00009_NODE,,,128_c00009_NODE
3646,128,c00026_NODE,,,128_c00026_NODE
3647,128,c00002_NODE,,,128_c00002_NODE
3648,128,c00043_NODE,,,128_c00043_NODE
3649,24,scaffold_431,3270,,24_scaffold_431
3650,24,scaffold_1342,1791,,24_scaffold_1342
3651,24,scaffold_1647,2276,,24_scaffold_1647
3652,24,scaffold_1512,1874,,24_scaffold_1512
3653,24,scaffold_367,3521,,24_scaffold_367
3654,24,scaffold_2039,,,24_scaffold_2039
3655,24,scaffold_306,550,,24_scaffold_306
3656,24,scaffold_653,,,24_scaffold_653
3657,24,scaffold_757,514,,24_scaffold_757
3658,24,scaffold_46,7055,,24_scaffold_46
3659,24,scaffold_271,2468,,24_scaffold_271
3660,24,scaffold_231,1383,,24_scaffold_231
3661,24,scaffold_27,25546,,24_scaffold_27
3662,24,scaffold_124,3220,,24_scaffold_124
3663,24,scaffold_229,3171,,24_scaffold_229
3664,24,scaffold_800,2789,,24_scaffold_800
3665,24,scaffold_968,900,,24_scaffold_968
3666,24,scaffold_530,2170,,24_scaffold_530
3667,24,scaffold_357,2827,,24_scaffold_357
3668,24,scaffold_29,3963,,24_scaffold_29
3669,24,scaffold_665,,,24_scaffold_665
3670,24,scaffold_1405,,,24_scaffold_1405
3671,24,scaffold_398,5457,,24_scaffold_398
3672,24,scaffold_738,,,24_scaffold_738
3673,24,scaffold_11,2575,,24_scaffold_11
3674,24,scaffold_593,1734,,24_scaffold_593
3675,24,scaffold_1677,1699,,24_scaffold_1677
3676,24,scaffold_1144,,,24_scaffold_1144
3677,24,scaffold_388,4846,,24_scaffold_388
3678,24,scaffold_744,4960,,24_scaffold_744
3679,24,scaffold_1799,,,24_scaffold_1799
3680,24,scaffold_828,,,24_scaffold_828
3681,24,scaffold_1336,,,24_scaffold_1336
3682,24,scaffold_79,3751,,24_scaffold_79
3683,24,scaffold_919,3356,,24_scaffold_919
3684,24,scaffold_1341,,,24_scaffold_1341
3685,24,scaffold_255,8398,,24_scaffold_255
3686,53,scaffold_58,3083,,53_scaffold_58
3687,53,scaffold_5,,,53_scaffold_5
3688,53,scaffold_490,,,53_scaffold_490
3689,53,scaffold_1335,617,,53_scaffold_1335
3690,53,scaffold_101,4075,,53_scaffold_101
3691,53,scaffold_943,,,53_scaffold_943
3692,53,scaffold_350,,,53_scaffold_350
3693,53,scaffold_73,,,53_scaffold_73
3694,53,scaffold_163,,,53_scaffold_163
3695,53,scaffold_84,,,53_scaffold_84
3696,53,scaffold_297,,,53_scaffold_297
3697,53,scaffold_248,,,53_scaffold_248
3698,53,scaffold_529,,,53_scaffold_529
3699,326,c00034_NODE,,,326_c00034_NODE
3700,326,c00025_NODE,,,326_c00025_NODE
3701,326,c00038_NODE,,,326_c00038_NODE
3702,326,c00072_NODE,,,326_c00072_NODE
3703,221,c00165_NODE,,,221_c00165_NODE
3704,221,c00105_NODE,352,,221_c00105_NODE
3705,110,scaffold_23,,,110_scaffold_23
3706,110,scaffold_63,1430,,110_scaffold_63
3707,110,scaffold_642,,,110_scaffold_642
3708,110,scaffold_9,,,110_scaffold_9
3709,110,scaffold_40,3689,,110_scaffold_40
3710,110,scaffold_77,,,110_scaffold_77
3711,110,scaffold_61,,,110_scaffold_61
3712,110,scaffold_253,,,110_scaffold_253
3713,110,scaffold_186,,,110_scaffold_186
3714,110,scaffold_86,2302,,110_scaffold_86
3715,110,scaffold_2,,,110_scaffold_2
3716,110,scaffold_462,,,110_scaffold_462
3717,110,scaffold_131,1491,,110_scaffold_131
3718,110,scaffold_144,,,110_scaffold_144
3719,110,scaffold_12,7354,,110_scaffold_12
3720,110,scaffold_192,,,110_scaffold_192
3721,110,scaffold_270,,,110_scaffold_270
3722,110,scaffold_128,,,110_scaffold_128
3723,110,scaffold_11,,,110_scaffold_11
3724,110,scaffold_187,,,110_scaffold_187
3725,110,scaffold_129,,,110_scaffold_129
3726,110,scaffold_124,,,110_scaffold_124
3727,110,scaffold_319,,,110_scaffold_319
3728,110,scaffold_13,,,110_scaffold_13
3729,110,scaffold_93,,,110_scaffold_93
3730,110,scaffold_79,,,110_scaffold_79
3731,110,scaffold_62,5009,,110_scaffold_62
3732,110,scaffold_15,,,110_scaffold_15
3733,110,scaffold_5,,,110_scaffold_5
3734,183,scaffold_846,,,183_scaffold_846
3735,183,scaffold_405,,,183_scaffold_405
3736,183,scaffold_938,,,183_scaffold_938
3737,183,scaffold_19,5573,,183_scaffold_19
3738,183,scaffold_429,,,183_scaffold_429
3739,183,scaffold_1299,,,183_scaffold_1299
3740,183,scaffold_677,,,183_scaffold_677
3741,183,scaffold_1256,,,183_scaffold_1256
3742,183,scaffold_1,,,183_scaffold_1
3743,183,scaffold_332,,,183_scaffold_332
3744,183,scaffold_457,,,183_scaffold_457
3745,183,scaffold_782,,,183_scaffold_782
3746,183,scaffold_247,,,183_scaffold_247
3747,183,scaffold_192,4477,,183_scaffold_192
3748,183,scaffold_287,,,183_scaffold_287
3749,183,scaffold_8,,,183_scaffold_8
3750,183,scaffold_150,,,183_scaffold_150
3751,183,scaffold_721,,,183_scaffold_721
3752,183,scaffold_250,,,183_scaffold_250
3753,183,scaffold_947,,,183_scaffold_947
3754,183,scaffold_153,3442,,183_scaffold_153
3755,183,scaffold_45,,,183_scaffold_45
3756,183,scaffold_64,,,183_scaffold_64
3757,183,scaffold_567,,,183_scaffold_567
3758,183,scaffold_396,,,183_scaffold_396
3759,183,scaffold_32,,,183_scaffold_32
3760,183,scaffold_95,,,183_scaffold_95
3761,183,scaffold_1258,,,183_scaffold_1258
3762,183,scaffold_299,,,183_scaffold_299
3763,183,scaffold_915,,,183_scaffold_915
3764,183,scaffold_851,,,183_scaffold_851
3765,183,scaffold_1046,,,183_scaffold_1046
3766,363,scaffold_135,,,363_scaffold_135
3767,314,scaffold_60,,,314_scaffold_60
3768,314,scaffold_197,,,314_scaffold_197
3769,314,scaffold_120,,,314_scaffold_120
3770,314,scaffold_136,,,314_scaffold_136
3771,314,scaffold_7,,,314_scaffold_7
3772,314,scaffold_22,,,314_scaffold_22
3773,314,scaffold_183,,,314_scaffold_183
3774,314,scaffold_200,,,314_scaffold_200
3775,314,scaffold_240,,,314_scaffold_240
3776,314,scaffold_5,1903,,314_scaffold_5
3777,314,scaffold_15,,,314_scaffold_15
3778,314,scaffold_188,811,,314_scaffold_188
3779,314,scaffold_32,,,314_scaffold_32
3780,314,scaffold_271,,,314_scaffold_271
3781,314,scaffold_130,,,314_scaffold_130
3782,314,scaffold_84,,,314_scaffold_84
3783,314,scaffold_12,,,314_scaffold_12
3784,314,scaffold_25,,,314_scaffold_25
3785,314,scaffold_301,,,314_scaffold_301
3786,314,scaffold_10,,,314_scaffold_10
3787,314,scaffold_320,,,314_scaffold_320
3788,314,scaffold_186,891,,314_scaffold_186
3789,314,scaffold_376,,,314_scaffold_376
3790,314,scaffold_42,,,314_scaffold_42
3791,314,scaffold_99,,,314_scaffold_99
3792,314,scaffold_19,,,314_scaffold_19
3793,16,scaffold_535,,,16_scaffold_535
3794,16,scaffold_769,1775,,16_scaffold_769
3795,16,scaffold_105,4706,,16_scaffold_105
3796,16,scaffold_130,,,16_scaffold_130
3797,16,scaffold_438,605,,16_scaffold_438
3798,16,scaffold_315,3204,,16_scaffold_315
3799,16,scaffold_992,,,16_scaffold_992
3800,16,scaffold_796,,,16_scaffold_796
3801,16,scaffold_1270,,,16_scaffold_1270
3802,16,scaffold_1931,837,,16_scaffold_1931
3803,16,scaffold_154,,,16_scaffold_154
3804,85,scaffold_1188,1677,,85_scaffold_1188
3805,85,scaffold_1250,,,85_scaffold_1250
3806,85,scaffold_1083,3771,,85_scaffold_1083
3807,85,scaffold_298,2159,,85_scaffold_298
3808,85,scaffold_391,1715,,85_scaffold_391
3809,85,scaffold_171,1647,,85_scaffold_171
3810,85,scaffold_1072,1015,,85_scaffold_1072
3811,85,scaffold_482,4610,,85_scaffold_482
3812,85,scaffold_546,2255,,85_scaffold_546
3813,85,scaffold_284,3539,,85_scaffold_284
3814,85,scaffold_1089,2718,,85_scaffold_1089
3815,85,scaffold_1260,,,85_scaffold_1260
3816,85,scaffold_808,1802,,85_scaffold_808
3817,85,scaffold_1112,1329,,85_scaffold_1112
3818,85,scaffold_82,5654,,85_scaffold_82
3819,85,scaffold_412,,,85_scaffold_412
3820,85,scaffold_120,5901,,85_scaffold_120
3821,85,scaffold_1167,1323,,85_scaffold_1167
3822,131,scaffold_543,,,131_scaffold_543
3823,131,scaffold_996,2684,,131_scaffold_996
3824,131,scaffold_102,,,131_scaffold_102
3825,131,scaffold_154,,,131_scaffold_154
3826,131,scaffold_305,,,131_scaffold_305
3827,131,scaffold_574,,,131_scaffold_574
3828,131,scaffold_727,,,131_scaffold_727
3829,131,scaffold_501,,,131_scaffold_501
3830,131,scaffold_66,,,131_scaffold_66
3831,131,scaffold_218,,,131_scaffold_218
3832,131,scaffold_978,,,131_scaffold_978
3833,131,scaffold_790,,,131_scaffold_790
3834,131,scaffold_710,379,,131_scaffold_710
3835,131,scaffold_963,,,131_scaffold_963
3836,131,scaffold_623,1681,,131_scaffold_623
3837,131,scaffold_336,,,131_scaffold_336
3838,131,scaffold_415,,,131_scaffold_415
3839,131,scaffold_112,2623,,131_scaffold_112
3840,131,scaffold_1117,525,,131_scaffold_1117
3841,131,scaffold_553,,,131_scaffold_553
3842,131,scaffold_778,,,131_scaffold_778
3843,131,scaffold_144,,,131_scaffold_144
3844,131,scaffold_1176,861,,131_scaffold_1176
3845,131,scaffold_168,,,131_scaffold_168
3846,131,scaffold_1,,,131_scaffold_1
3847,131,scaffold_43,1452,,131_scaffold_43
3848,131,scaffold_1088,,,131_scaffold_1088
3849,131,scaffold_16,1862,,131_scaffold_16
3850,131,scaffold_209,1828,,131_scaffold_209
3851,131,scaffold_212,,,131_scaffold_212
3852,131,scaffold_37,1834,,131_scaffold_37
3853,131,scaffold_99,,,131_scaffold_99
3854,131,scaffold_227,2201,,131_scaffold_227
3855,131,scaffold_991,,,131_scaffold_991
3856,131,scaffold_461,,,131_scaffold_461
3857,131,scaffold_108,,,131_scaffold_108
3858,131,scaffold_206,2852,,131_scaffold_206
3859,131,scaffold_6,4492,,131_scaffold_6
3860,131,scaffold_84,3935,,131_scaffold_84
3861,131,scaffold_158,,,131_scaffold_158
3862,131,scaffold_10,,,131_scaffold_10
3863,131,scaffold_658,,,131_scaffold_658
3864,1,c00014_NODE,,,1_c00014_NODE
3865,1,c00074_NODE,,,1_c00074_NODE
3866,1,c00123_NODE,,,1_c00123_NODE
3867,1,c00013_NODE,,,1_c00013_NODE
3868,1,c00009_NODE,,,1_c00009_NODE
3869,1,c00020_NODE,,,1_c00020_NODE
3870,1,c00017_NODE,1882,,1_c00017_NODE
3871,245,scaffold_118,442,,245_scaffold_118
3872,245,scaffold_183,394,,245_scaffold_183
3873,245,scaffold_237,810,,245_scaffold_237
3874,245,scaffold_179,1833,,245_scaffold_179
3875,245,scaffold_277,3497,,245_scaffold_277
3876,245,scaffold_5,6394,,245_scaffold_5
3877,245,scaffold_24,628,,245_scaffold_24
3878,245,scaffold_300,2007,,245_scaffold_300
3879,245,scaffold_1,2917,,245_scaffold_1
3880,245,scaffold_38,4452,,245_scaffold_38
3881,245,scaffold_106,1515,,245_scaffold_106
3882,245,scaffold_248,7788,,245_scaffold_248
3883,245,scaffold_627,,,245_scaffold_627
3884,245,scaffold_21,1653,,245_scaffold_21
3885,245,scaffold_175,5105,,245_scaffold_175
3886,245,scaffold_46,2516,,245_scaffold_46
3887,245,scaffold_52,4277,,245_scaffold_52
3888,335,scaffold_199,,,335_scaffold_199
3889,335,scaffold_236,5082,,335_scaffold_236
3890,335,scaffold_348,4754,,335_scaffold_348
3891,335,scaffold_1440,,,335_scaffold_1440
3892,335,scaffold_1883,,,335_scaffold_1883
3893,335,scaffold_10,,,335_scaffold_10
3894,335,scaffold_222,,,335_scaffold_222
3895,335,scaffold_21,4273,,335_scaffold_21
3896,335,scaffold_77,895,,335_scaffold_77
3897,335,scaffold_341,,,335_scaffold_341
3898,335,scaffold_16,4829,,335_scaffold_16
3899,335,scaffold_56,3617,,335_scaffold_56
3900,335,scaffold_6,,,335_scaffold_6
3901,335,scaffold_1433,,,335_scaffold_1433
3902,335,scaffold_9,,,335_scaffold_9
3903,335,scaffold_383,4509,,335_scaffold_383
3904,335,scaffold_57,2393,,335_scaffold_57
3905,335,scaffold_7,9223,,335_scaffold_7
3906,335,scaffold_664,,,335_scaffold_664
3907,335,scaffold_36,,,335_scaffold_36
3908,335,scaffold_860,,,335_scaffold_860
3909,335,scaffold_438,,,335_scaffold_438
3910,335,scaffold_319,3433,,335_scaffold_319
3911,335,scaffold_5,,,335_scaffold_5
3912,335,scaffold_528,,,335_scaffold_528
3913,335,scaffold_504,,,335_scaffold_504
3914,335,scaffold_874,,,335_scaffold_874
3915,335,scaffold_1089,,,335_scaffold_1089
3916,335,scaffold_88,3617,,335_scaffold_88
3917,335,scaffold_1167,,,335_scaffold_1167
3918,335,scaffold_143,,,335_scaffold_143
3919,335,scaffold_216,,,335_scaffold_216
3920,335,scaffold_1144,,,335_scaffold_1144
3921,335,scaffold_1878,,,335_scaffold_1878
3922,335,scaffold_310,4549,,335_scaffold_310
3923,37,c00012_NODE,,,37_c00012_NODE
3924,37,c00112_NODE,,,37_c00112_NODE
3925,40,scaffold_342,,,40_scaffold_342
3926,40,scaffold_17,,,40_scaffold_17
3927,40,scaffold_988,,,40_scaffold_988
3928,40,scaffold_191,,,40_scaffold_191
3929,40,scaffold_841,,,40_scaffold_841
3930,40,scaffold_9,,,40_scaffold_9
3931,40,scaffold_197,,,40_scaffold_197
3932,40,scaffold_428,,,40_scaffold_428
3933,40,scaffold_310,,,40_scaffold_310
3934,40,scaffold_368,,,40_scaffold_368
3935,40,scaffold_1490,,,40_scaffold_1490
3936,40,scaffold_344,,,40_scaffold_344
3937,40,scaffold_750,,,40_scaffold_750
3938,40,scaffold_1678,,,40_scaffold_1678
3939,40,scaffold_749,,,40_scaffold_749
3940,40,scaffold_921,,,40_scaffold_921
3941,40,scaffold_324,,,40_scaffold_324
3942,40,scaffold_398,,,40_scaffold_398
3943,40,scaffold_1842,,,40_scaffold_1842
3944,40,scaffold_8,,,40_scaffold_8
3945,40,scaffold_1035,,,40_scaffold_1035
3946,174,scaffold_2,,,174_scaffold_2
3947,174,scaffold_102,684,,174_scaffold_102
3948,174,scaffold_1194,,,174_scaffold_1194
3949,174,scaffold_173,4473,,174_scaffold_173
3950,174,scaffold_128,,,174_scaffold_128
3951,174,scaffold_303,,,174_scaffold_303
3952,174,scaffold_343,,,174_scaffold_343
3953,174,scaffold_383,,,174_scaffold_383
3954,174,scaffold_54,,,174_scaffold_54
3955,174,scaffold_462,,,174_scaffold_462
3956,174,scaffold_150,,,174_scaffold_150
3957,174,scaffold_320,,,174_scaffold_320
3958,174,scaffold_1023,,,174_scaffold_1023
3959,174,scaffold_862,,,174_scaffold_862
3960,174,scaffold_132,,,174_scaffold_132
3961,174,scaffold_81,,,174_scaffold_81
3962,174,scaffold_1034,,,174_scaffold_1034
3963,174,scaffold_244,,,174_scaffold_244
3964,174,scaffold_284,,,174_scaffold_284
3965,174,scaffold_629,,,174_scaffold_629
3966,174,scaffold_442,,,174_scaffold_442
3967,174,scaffold_7,5702,,174_scaffold_7
