Assembly,estimated_coverage,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# total reads,# left,# right,Mapped (%),Properly paired (%),Avg. coverage depth,Coverage >= 1x (%),# N's per 100 kbp,genes,mRNA,tRNA,ncRNA,rRNA,avg_gene_length,BGC_count,kc_proportion,BGC_types,total_BGC_length,BGC_mean_length,BGC_median_length,contig_edge_proportion,average_min_cosine_score,GCC min > 0.4,novelty score,Query,Accession,Identity,Bitscore,E-value,Subject Name,BUSCO - C,BUSCO - S,BUSCO - D,BUSCO - F,BUSCO - M,isolate_class,isolate_order,isolate_family,isolate_genus,Host_ID,Host_location,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,Photobiont,Growth_form,Macroclimate
229,27.8,5849,4142,2070,881,91,3,29338666,28522139,22938529,14462805,2909978,165214,4796,58356,28987526,50.7,9951,5646,885,1846,0,0,0,0,0,0,0,0.52,11214,10981,233,0,0,1407.14,27,0.15,"T3PKS, NRPS-like, terpene, T1PKS, NRPS",397162,14709.7,13220,1,0.042396272,0.042396272,2.054973163,,,,,,,1199 (91.39%),1196 (91.16%),3 (0.23%),86 (6.55%),27 (2.06%),unidentified,unidentified,unidentified,unidentified,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
230,1.77,8778,90,2,0,0,0,2797538,127823,11046,0,0,0,754,6001,552512,42.49,681,583,277,497,427338,213386,213386,32.08,31.76,26,99.98,21.72,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_369_length_633_cov_59.349481|F,NR_152948,99.458,1007,0.00E+00,Mucor hiemalis f. hiemalis CBS 201.65 ITS region; from TYPE material,10 (0.8%),10 (0.8%),0,20 (1.5%),1282 (97.7%),Mucoromycetes,Mucorales,Mucoraceae,Mucor,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
231,0.18,284,0,0,0,0,0,70025,0,0,0,0,0,4,626,2350,52.85,614,567,2,3,43589,21740,21740,14.57,13.96,134,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
232,8.75,30711,6870,70,0,0,0,23171795,12387658,409398,0,0,0,15309,8168,18351936,56.99,1371,874,4121,8343,2374856,1186328,1186328,85.08,84.54,12,99.99,8.06,9020,9003,17,0,0,905.57,0,0,,0,0,0,0,0,0,0,NODE_20784_length_346_cov_65.323024|F|ITS1,NR_137730,97.143,235,9.35E-63,Preussia persica CBS 117680 ITS region; from TYPE material,584 (44.51%),582 (44.36%),2 (0.15%),464 (35.37%),264 (20.12%),Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
233,2.94,30773,70,0,0,0,0,10013565,80441,0,0,0,0,2735,2895,1721970,53.31,610,543,1157,1908,830855,415369,415369,12.66,12.58,6,100,0.58,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_10822_length_328_cov_118.183150|F|ITS2,NR_156397,96.364,270,3.07E-73,Fusarium petersiae CBS 143231 ITS region; from TYPE material,11 (0.8%),11 (0.8%),0,98 (7.5%),1203 (91.7%),Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
234,16.78,3556,2684,1422,708,77,4,20849624,20455142,17023487,11896383,2479112,230588,3038,73716,20713335,53.96,11520,6439,565,1159,4636895,2316917,2316917,99.2,99.01,25,99.99,0.24,7419,7320,99,0,0,1831.79,6,0.17,"terpene, NRPS-like",87383,14563.83,12082,1,0.093215904,0.093215904,2.041793578,NODE_3247_length_310_cov_20.371585|F,NR_077106,100,560,3.25E-160,Filobasidium oeirense CBS 8681 ITS region; from TYPE material,991 (75.53%),983 (74.92%),8 (0.61%),220 (16.77%),101 (7.7%),Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
235,1.59,11554,123,3,0,0,0,3618424,199295,15775,0,0,0,1004,5618,759664,45.03,701,572,347,649,408640,203523,203523,45.3,44.17,24,99.93,65.82,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_662_length_570_cov_40.900971|F|ITS2,NR_103630,96.188,555,1.89E-158,Mucor piriformis CBS 169.25 ITS region; from TYPE material,6 (0.5%),6 (0.5%),0,10 (0.8%),1296 (98.7%),Mucoromycetes,Mucorales,Mucoraceae,Mucor,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
236,1.4,8358,94,1,0,0,0,2504453,155357,5258,0,0,0,528,5258,431590,45.19,767,580,163,326,359749,178884,178884,35.8,34.75,28,99.91,71.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
237,4.99,29982,723,3,0,0,0,10677561,1050538,17768,0,0,0,4573,6664,3592348,43.42,762,601,1586,2925,1334482,659777,659777,57.03,54.87,24,99.96,29.51,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_18806_length_253_cov_10.616162|F|ITS2,NR_135999,100,285,1.01E-77,Macroventuria anomochaeta CBS 525.71 ITS region; from TYPE material,24 (1.9%),23 (1.8%),1 (0.1%),90 (6.9%),1198 (91.2%),Dothideomycetes,Pleosporales,Didymellaceae,Macroventuria,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
238,0.12,293,0,0,0,0,0,70338,0,0,0,0,0,4,584,2212,53.75,577,542,2,3,27390,13695,13695,1.37,1.36,15,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,430,"Embo St, Dunedin",Lecanoromycetes,Teloschistales,Teloschistaceae,Teloschistes,chrysophthalmus,Green,Fruticose,"Cool, sub-humid"
239,8.72,38493,3696,1,0,0,0,19892065,5262223,6104,0,0,0,13415,6104,11965210,55.68,923,677,4447,8251,2393878,1196719,1196719,64.76,64.66,14,99.99,6.69,7141,7133,8,0,0,725.36,0,0,,0,0,0,0,0,0,0,NODE_25537_length_304_cov_520.927711|F|ITS2,NR_138447,100,320,3.18E-88,Trichoderma virilente DAOM 234234 ITS region; from reference material,200 (15.24%),200 (15.24%),0 (0.0%),448 (34.15%),664 (50.61%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,455,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Nephromataceae,Nephroma,plumbeum,Cyano,Foliose,"Cool, sub-humid"
240,31.82,7567,334,36,7,1,0,3002903,919486,305898,113436,26560,0,748,26560,1204104,56.16,2348,1047,126,319,1207791,603736,603736,74.74,74.55,96,99.91,92.18,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_3268_length_262_cov_6.212560|F,NR_138447,100,484,1.69E-137,Trichoderma virilente DAOM 234234 ITS region; from reference material,1 (0.1%),1 (0.1%),0,4 (0.3%),1307 (99.6%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,455,Kiwi burn Southland,Lecanoromycetes,Peltigerales,Nephromataceae,Nephroma,plumbeum,Cyano,Foliose,"Cool, sub-humid"
241,0.19,724,0,0,0,0,0,177959,0,0,0,0,0,1,506,506,64.82,506,506,1,1,24924,12462,12462,0.08,0.08,4,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,466,Wainuiomata water reserve,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, sub-humid"
242,23.17,15796,10056,1500,149,0,0,34307789,31046508,10873855,1854346,0,0,13208,24497,33323951,51.18,3636,2042,2862,5913,0,0,0,0,0,0,0,0.48,11825,11697,128,0,0,1338.89,38,0.13,"terpene, T1PKS, NRPS-like, NRPS",359868,9470.21,7637,1,0.044715871,0.044715871,1.495431211,NODE_3846_length_2954_cov_5.406438|F,NR_134432,98.535,483,7.34E-136,Trichoderma caerulescens CBS 130011 ITS region; from TYPE material,1109 (84.53%),1104 (84.15%),5 (0.38%),152 (11.59%),51 (3.89%),Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,466,Wainuiomata water reserve,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, sub-humid"
243,8.82,29741,9019,122,0,0,0,26679938,16981513,733126,0,0,0,17265,9672,22889041,55.76,1570,982,4593,9206,2407416,1202325,1202325,89.76,88.82,11,99.99,7.6,8946,8891,55,0,0,896.57,0,0,,0,0,0,0,0,0,0,NODE_6412_length_1285_cov_170.229268|F,NR_137730,98.675,804,0.00E+00,Preussia persica CBS 117680 ITS region; from TYPE material,531 (40.47%),530 (40.4%),1 (0.08%),436 (33.23%),345 (26.3%),Dothideomycetes,Pleosporales,Sporormiaceae,Preussia,466,Wainuiomata water reserve,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,ramulosum,Tripartite,Fruticose,"Mild, sub-humid"
244,68.47,32556,13676,443,11,0,0,38879098,29186432,2792090,128733,0,0,22343,17811,35421800,50.06,1984,1213,5591,11298,0,0,0,0,0,0,0,0,13448,13397,51,0,0,1181.7,27,0.15,"T1PKS, NRPS-like, NRPS",214724,7952.74,6964,1,0.045064571,0.045064571,1.112144368,NODE_29940_length_294_cov_38.347305|F|ITS2,NR_153509,100,294,1.80E-80,Anthostomelloides brabeji ITS region; from TYPE material,811 (61.81%),806 (61.43%),5 (0.38%),346 (26.37%),155 (11.81%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Anthostomelloides,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
245,22.82,1787,1323,1027,831,461,190,32155782,31944906,31140154,29694453,23503908,13869811,1468,177989,32046363,54.55,43586,23973,237,483,0,0,0,0,0,0,0,1.44,11382,11257,125,0,0,1440.17,17,0.29,"fungal-RiPP, T3PKS, NRPS-like, terpene, T1PKS, NRPS",576779,33928.18,35562,0.65,0.041119946,0.041119946,2.155950119,,,,,,,1226 (93.45%),1224 (93.29%),2 (0.15%),61 (4.65%),25 (1.91%),unidentified,unidentified,unidentified,unidentified,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
247,17.81,22983,11980,697,36,0,0,35116610,29140326,4614996,421309,0,0,17580,17421,33172427,52.26,2468,1491,4243,8532,0,0,0,0,0,0,0,0.74,11169,11098,71,0,0,1233.6,43,0.28,"T1PKS, NRPS-like, NRPS",346483,8057.74,7586,1,0.043405392,0.043405392,1.057971413,NODE_4652_length_2344_cov_61.605774|F|ITS2,NR_160210,91.613,215,1.41E-56,Nemania macrocarpa CBS 109567 ITS region; from TYPE material,925 (70.5%),921 (70.2%),4 (0.3%),261 (19.89%),126 (9.6%),Sordariomycetes,Xylariales,Xylariaceae,Nemania,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
248,5.05,53605,516,0,0,0,0,20076284,617714,0,0,0,0,9450,2477,6390069,51.33,660,567,3823,6443,1379587,689683,689683,26.33,25.96,6,99.99,5.95,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_29533_length_303_cov_55.145161|F,NR_153201,85.855,315,2.73E-86,Xylaria brunneovinosa HAST 720 ITS region; from TYPE material,28 (2.1%),28 (2.1%),0,211 (16.1%),1073 (81.8%),Sordariomycetes,Xylariales,Xylariaceae,Xylaria,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
250,3.33,25136,6,0,0,0,0,7331938,8010,0,0,0,0,910,2102,540771,53.87,579,532,403,648,891683,445759,445759,3.97,3.87,5,100,1.85,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_10161_length_280_cov_22.488889|F,NR_121350,88.636,315,2.50E-86,Nemania abortiva ATCC MYA-4108 ITS region; from TYPE material,,,,,,Sordariomycetes,Xylariales,Xylariaceae,Nemania,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
252,23.14,32961,13075,226,3,0,0,36477010,25726869,1393959,39014,0,0,22877,18614,32704604,50.86,1753,1088,6013,11927,0,0,0,0,0,0,0,0.09,12976,12945,31,0,0,1143.95,16,0.19,"T1PKS, NRPS",127470,7966.88,7743.5,1,0.040615955,0.040615955,1.040490978,NODE_32495_length_284_cov_7.636943|F|ITS1,NR_161106,87.013,82.4,1.69E-16,Heterotruncatella constricta CPC 27578 ITS region; from TYPE material,825 (62.88%),820 (62.5%),5 (0.38%),340 (25.91%),147 (11.2%),Sordariomycetes,Xylariales,Sporocadaceae,Heterotruncatella,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
253,15.55,68976,18350,72,2,0,0,57699849,30667978,443695,21565,0,0,42680,11414,47831728,53.36,1261,828,12326,24070,4236331,2116624,2116624,84.1,83.24,9,99.98,0.96,0,0,0,0,0,0,5,0,"T1PKS, NRPS",33318,6663.6,6797,1,0.053958152,0.053958152,0.557859767,NODE_22090_length_881_cov_25.377984|F|ITS2,NR_119711,85.065,148,1.47E-36,Xylotumulus gibbisporus ATCC MYA-4109 ITS region; from TYPE material,,,,,,Sordariomycetes,Xylariales,Xylariaceae,Xylotumulus,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
254,9.66,35060,10771,43,0,0,0,31548989,18363523,251395,0,0,0,22912,9207,26969728,52.79,1355,878,6574,12762,0,0,0,0,0,0,0,0.96,12065,12031,34,0,0,938.66,4,0,"T1PKS, NRPS",30431,7607.75,7786.5,1,0.040100324,0.040100324,0.959033799,NODE_32739_length_310_cov_23.185792|F|ITS2,NR_119711,85.065,148,1.47E-36,Xylotumulus gibbisporus ATCC MYA-4109 ITS region; from TYPE material,499 (38.03%),499 (38.03%),0 (0.0%),508 (38.72%),305 (23.25%),Sordariomycetes,Xylariales,Xylariaceae,Xylotumulus,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
255,27.49,23869,14886,2279,258,4,0,51605151,46517224,16759951,3269427,121241,0,19749,43012,50055532,49.16,3598,2057,4231,8815,0,0,0,0,0,0,0,0.78,15824,15664,160,0,0,1291.99,62,0.11,"indole, NRPS-like, other, terpene, T1PKS, NRPS",618627,9977.85,8864.5,1,0.053920695,0.053920695,1.588488144,NODE_5798_length_2934_cov_72.937656|F,NR_154155,95.804,460,3.42E-129,Induratia equiseti CMU M2 ITS region; from TYPE material,1154 (87.96%),1149 (87.58%),5 (0.38%),119 (9.07%),39 (2.97%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Induratia,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
256,0.38,6018,2,0,0,0,0,1575233,3033,0,0,0,0,55,1964,35001,51.71,578,545,23,39,87476,43738,43738,2.08,2.01,5,99.95,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,unidentified,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
258,17.37,34728,11327,89,6,0,0,32845860,20131418,579270,69832,0,0,23006,12723,28448029,50.69,1418,921,6357,12583,0,0,0,0,0,0,0,0.32,11894,11846,48,0,0,1028.15,13,0.15,"T1PKS, terpene, NRPS",113011,8693.15,8839,1,0.034103564,0.034103564,0.975314421,NODE_6834_length_1367_cov_48.627419|F,NR_158423,97.281,560,1.52E-159,Fusarium algeriense NRRL MOLD:66647 ITS region; from TYPE material,713 (54.34%),710 (54.12%),3 (0.23%),381 (29.04%),218 (16.62%),Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,357,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,perlatum,Green,Foliose,"Mild, humid"
259,18.57,13048,8643,2351,496,9,0,37484096,35200206,19516304,6735818,245626,0,10729,31864,36716216,52.05,5310,2907,2127,4440,0,0,0,0,0,0,0,0.74,13434,13331,103,0,0,1355.01,50,0.18,"T1PKS, terpene, NRPS-like, NRPS",494047,9880.94,8800,1,0.056697958,0.056697958,1.625760332,NODE_12448_length_289_cov_94.469136|F,NR_158841,98.897,486,5.19E-138,Periconia aquatica HKAS 92754 ITS region; from TYPE material,1144 (87.2%),1139 (86.81%),5 (0.38%),119 (9.07%),49 (3.73%),Dothideomycetes,Pleosporales,Periconiaceae,Periconia,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
260,29.48,52141,14229,996,60,0,0,52966034,35129700,6687343,701116,0,0,27243,17576,44025089,49.7,2306,1186,5700,12290,0,0,0,0,0,0,0,0.86,16481,16387,94,0,0,1142.9,41,0.15,"T1PKS, NRPS-like, NRPS",348989,8511.93,7775,1,0.048673265,0.048673265,1.255524166,NODE_25270_length_537_cov_9.973171|F|ITS2,NR_121252,99.383,292,6.42E-80,Penicillium soppii NRRL 2023 ITS region; from TYPE material,987 (75.23%),979 (74.62%),8 (0.61%),245 (18.67%),80 (6.1%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
261,18.99,2276,1878,1287,904,334,80,27985439,27778414,26142964,23347086,14025774,5298300,2057,126499,27907070,56.23,25145,14125,332,700,5224639,2610345,2610345,99.68,99.5,24,100,1.07,9341,9232,109,0,0,1503.29,42,0.26,"indole, NRPS-like, terpene, T1PKS, NRPS",1038755,24732.26,23995,0.9,0.063103844,0.063103844,2.239068562,NODE_2129_length_394_cov_27.082397|F|ITS1,NR_168207,90.244,209,6.66E-55,Tolypocladium nubicola CBS 568.84 ITS region; from TYPE material,1201 (91.54%),1197 (91.23%),4 (0.3%),90 (6.86%),21 (1.6%),Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
262,65.59,690,450,377,329,255,185,28100715,28003113,27823226,27464181,26198096,23661270,507,518832,28042844,56.21,125851,70881,70,142,17961901,8974527,8974527,99.91,99.74,88,100,2.89,8702,8597,105,0,0,1594.95,35,0.37,"indole, NRPS-like, terpene, T1PKS, NRPS",1419833,40566.66,42564,0.51,0.076100722,0.076100722,2.171450053,NODE_429_length_1684_cov_170.513166|F,NR_155018,93.306,715,0.00E+00,Tolypocladium album CBS 869.73 ITS region; from TYPE material,1251 (95.35%),1245 (94.89%),6 (0.46%),35 (2.67%),26 (1.98%),Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
264,3.52,47512,766,0,0,0,0,17988703,922906,0,0,0,0,8709,2552,6117719,54.48,686,579,3423,5858,959606,479577,479577,32.89,32.49,6,100,2.62,2759,2754,5,0,0,554.21,0,0,,0,0,0,0,0,0,0,NODE_29539_length_278_cov_32.569507|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,59 (4.5%),59 (4.5%),0 (0.0%),152 (11.59%),1101 (83.92%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
265,18.36,55927,15429,247,5,0,0,50417397,29492471,1535409,53820,0,0,33306,11509,42001966,51.26,1511,901,8490,17547,5078513,2537217,2537217,87.29,86.86,13,99.99,0.6,0,0,0,0,0,0,7,0.14,"T1PKS, NRPS-like, NRPS",56097,8013.86,7357,1,0.048974914,0.048974914,0.50884205,NODE_49949_length_318_cov_49.073298|F|ITS2,NR_121252,99.383,292,6.42E-80,Penicillium soppii NRRL 2023 ITS region; from TYPE material,904 (68.9%),798 (60.8%),106 (8.1%),314 (23.9%),94 (7.2%),Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
266,0.3,3065,1,0,0,0,0,774089,1403,0,0,0,0,8,1403,6167,58.08,699,673,4,6,46086,23043,23043,0.82,0.81,6,100,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,NODE_352_length_284_cov_4.305677|F,NR_121252,99.648,518,1.81E-147,Penicillium soppii NRRL 2023 ITS region; from TYPE material,,,,,,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
267,28.76,32434,10946,78,1,0,0,31135190,19660240,478141,11641,0,0,21152,11641,26933809,51.79,1507,961,5910,11498,7917879,3955977,3955977,88.96,88.78,30,99.99,0.07,11195,11164,31,0,0,1009.41,12,0,"T1PKS, NRPS",88276,7356.33,8184.5,1,0.029869295,0.029869295,1.11241092,NODE_29710_length_314_cov_23.657754|F|ITS2,NR_153514,89.542,189,8.24E-49,Amphirosellinia fushanensis HAST 91111209 ITS region; from TYPE material,677 (51.6%),675 (51.45%),2 (0.15%),404 (30.79%),231 (17.61%),Sordariomycetes,Xylariales,Xylariaceae,Amphirosellinia,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
268,21.35,21509,13695,2222,274,0,0,48128167,43635160,16347382,3434839,0,0,18134,24632,46859291,49.11,3729,2108,3865,8039,0,0,0,0,0,0,0,0.66,15253,15086,167,0,0,1257.06,58,0.16,"indole, NRPS-like, other, terpene, T1PKS, NRPS",539610,9303.62,8630.5,1,0.063325308,0.063325308,1.492098034,NODE_20731_length_314_cov_16.930481|F,NR_154155,96.321,490,4.39E-139,Induratia equiseti CMU M2 ITS region; from TYPE material,1100 (83.84%),1097 (83.61%),3 (0.23%),158 (12.04%),54 (4.12%),Sordariomycetes,Xylariales,Xylariales incertae sedis,Induratia,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,358,Mangarakau Lake Otuhie,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,sp.,Green,Fruticose,"Mild, humid"
270,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,405,Rock and Pillar range,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina,degelii,Green,Foliose,"Low alpine, semi-arid"
271,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,405,Rock and Pillar range,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina,degelii,Green,Foliose,"Low alpine, semi-arid"
272,17.21,23857,9868,196,2,0,0,27171300,19496668,1212845,27607,0,0,16987,16931,24597903,52.46,1773,1099,4460,8868,4771022,2382506,2382506,92.01,91.62,19,99.99,0,10895,10849,46,0,0,1109.25,12,0.25,"T1PKS, NRPS",83055,6921.25,6297.5,1,0.040709573,0.040709573,0.969762533,NODE_4586_length_1744_cov_4.514533|F,NR_111838,98.684,403,3.45E-112,Pseudogymnoascus destructans ATCC MYA-4855 ITS region; from TYPE material,826 (62.96%),821 (62.58%),5 (0.38%),358 (27.29%),128 (9.76%),Leotiomycetes,Leotiomycetes incertae sedis,Pseudeurotiaceae,Pseudogymnoascus,405,Rock and Pillar range,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina,degelii,Green,Foliose,"Low alpine, semi-arid"
273,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,405,Rock and Pillar range,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina,degelii,Green,Foliose,"Low alpine, semi-arid"
274,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unidentified,unidentified,unidentified,405,Rock and Pillar range,Lecanoromycetes,Peltigerales,Lobariaceae,Podostictina,degelii,Green,Foliose,"Low alpine, semi-arid"
