,bgc,min.cosine,genome,BiG-SLiCE class
2813,lichen_276.scaffold_824.region001,0.010989011,lichen_276,class-Polyketide
2814,lichen_276.scaffold_825.region001,0.084026003,lichen_276,class-Polyketide
2815,lichen_276.scaffold_850.region001,0.006344915,lichen_276,class-NRP
2816,lichen_276.scaffold_853.region001,0.012903226,lichen_276,class-Polyketide
2817,lichen_276.scaffold_88.region001,0.045065608,lichen_276,class-Polyketide
2818,lichen_276.scaffold_90.region001,0.014285714,lichen_276,class-NRP
2819,lichen_276.scaffold_905.region001,0.062669618,lichen_276,class-Polyketide
2820,lichen_277.scaffold_13.region001,0.053557187,lichen_277,class-NRP
2821,lichen_277.scaffold_133.region001,0.047924229,lichen_277,class-Polyketide
2822,lichen_277.scaffold_137.region001,0.059460057,lichen_277,class-NRP
2823,lichen_277.scaffold_140.region001,0.015120224,lichen_277,class-NRP
2824,lichen_277.scaffold_160.region001,0.002114165,lichen_277,class-Polyketide
2825,lichen_277.scaffold_2.region001,0.024378636,lichen_277,class-NRP
2826,lichen_277.scaffold_209.region001,0.102660706,lichen_277,class-Polyketide
2827,lichen_277.scaffold_22.region001,0.042118574,lichen_277,class-Polyketide
2828,lichen_277.scaffold_25.region001,0.014699023,lichen_277,class-NRP
2829,lichen_277.scaffold_257.region001,0.0,lichen_277,class-NRP
2830,lichen_277.scaffold_327.region001,0.109436443,lichen_277,class-NRP
2831,lichen_277.scaffold_34.region001,0.056746793,lichen_277,class-Polyketide
2832,lichen_277.scaffold_40.region001,0.02970297,lichen_277,class-NRP
2833,lichen_277.scaffold_47.region001,0.018480493,lichen_277,class-Polyketide
2834,lichen_277.scaffold_5.region001,0.047459063,lichen_277,class-Polyketide
2835,lichen_277.scaffold_513.region001,0.09250701,lichen_277,class-NRP
2836,lichen_277.scaffold_617.region001,0.0,lichen_277,class-NRP
2837,lichen_277.scaffold_64.region001,0.041039408,lichen_277,class-Polyketide
2838,lichen_277.scaffold_650.region001,0.053922589,lichen_277,class-Polyketide
2839,lichen_277.scaffold_68.region001,0.063375107,lichen_277,class-Polyketide
2840,lichen_277.scaffold_7.region001,0.055635119,lichen_277,class-Polyketide
2841,lichen_277.scaffold_88.region001,0.005603937,lichen_277,class-NRP
2842,lichen_277.scaffold_99.region001,0.116116524,lichen_277,class-NRP
2843,lichen_278.scaffold_1.region001,0.058579154,lichen_278,class-Polyketide
2844,lichen_278.scaffold_6.region001,0.032208846,lichen_278,class-NRP
2845,lichen_278.scaffold_7.region001,0.023258996,lichen_278,class-NRP
2846,lichen_279.scaffold_11.region001,0.041638341,lichen_279,class-Polyketide
2847,lichen_279.scaffold_281.region001,0.012903226,lichen_279,class-Polyketide
2848,lichen_279.scaffold_39.region001,0.149935092,lichen_279,class-Polyketide
2849,lichen_279.scaffold_52.region001,0.012526096,lichen_279,class-Polyketide
2850,lichen_279.scaffold_55.region001,0.01875,lichen_279,class-NRP
2851,lichen_279.scaffold_575.region001,0.0,lichen_279,class-NRP
2852,lichen_279.scaffold_81.region001,0.072018717,lichen_279,class-Polyketide
2853,lichen_279.scaffold_82.region001,0.025823626,lichen_279,class-NRP
2854,lichen_28.scaffold_1175.region001,0.085470812,lichen_28,class-Terpene
2855,lichen_28.scaffold_1869.region001,0.00990099,lichen_28,class-NRP
2856,lichen_28.scaffold_208.region001,0.02173913,lichen_28,class-Terpene
2857,lichen_28.scaffold_279.region001,0.014492754,lichen_28,class-NRP
2858,lichen_28.scaffold_3.region001,0.0594823,lichen_28,class-Polyketide
2859,lichen_28.scaffold_439.region001,0.092931109,lichen_28,class-Terpene
2860,lichen_28.scaffold_616.region001,0.043478261,lichen_28,class-NRP
2861,lichen_28.scaffold_782.region001,0.096303886,lichen_28,class-NRP
2862,lichen_28.scaffold_90.region001,0.075429152,lichen_28,class-NRP
2863,lichen_282.scaffold_138.region001,0.006867381,lichen_282,class-NRP
2864,lichen_282.scaffold_153.region001,0.057382389,lichen_282,class-NRP
2865,lichen_282.scaffold_163.region001,0.008510638,lichen_282,class-Polyketide
2866,lichen_282.scaffold_2.region001,0.072821861,lichen_282,class-Polyketide
2867,lichen_282.scaffold_26.region001,0.028729004,lichen_282,class-NRP
2868,lichen_282.scaffold_280.region001,0.012903226,lichen_282,class-Polyketide
2869,lichen_282.scaffold_367.region001,0.044161398,lichen_282,class-Polyketide
2870,lichen_282.scaffold_402.region001,0.006867381,lichen_282,class-NRP
2871,lichen_282.scaffold_492.region001,0.052823978,lichen_282,class-Polyketide
2872,lichen_282.scaffold_67.region001,0.01875,lichen_282,class-NRP
2873,lichen_282.scaffold_76.region001,0.0,lichen_282,class-Terpene
2874,lichen_282.scaffold_79.region001,0.031897566,lichen_282,class-Polyketide
2875,lichen_282.scaffold_99.region001,0.020833333,lichen_282,class-Polyketide
2876,lichen_283.scaffold_1006.region001,0.013665414,lichen_283,class-Polyketide
2877,lichen_283.scaffold_1228.region001,0.006385448,lichen_283,class-NRP
2878,lichen_283.scaffold_123.region001,0.0,lichen_283,class-NRP
2879,lichen_283.scaffold_143.region001,0.049381584,lichen_283,class-Polyketide
2880,lichen_283.scaffold_231.region001,0.034624668,lichen_283,class-Polyketide
2881,lichen_283.scaffold_235.region001,0.01489589,lichen_283,class-NRP
2882,lichen_283.scaffold_275.region001,0.043436417,lichen_283,class-Polyketide
2883,lichen_283.scaffold_29.region001,0.045528455,lichen_283,class-Polyketide
2884,lichen_283.scaffold_319.region001,0.020063095,lichen_283,class-Polyketide
2885,lichen_283.scaffold_36.region001,0.02320349,lichen_283,class-Polyketide
2886,lichen_283.scaffold_365.region001,0.006344915,lichen_283,class-NRP
2887,lichen_283.scaffold_40.region001,0.001453488,lichen_283,class-Polyketide
2888,lichen_283.scaffold_42.region001,0.017024157,lichen_283,class-Polyketide
2889,lichen_283.scaffold_430.region001,0.014285714,lichen_283,class-NRP
2890,lichen_283.scaffold_576.region001,0.02373529,lichen_283,class-NRP
2891,lichen_283.scaffold_65.region001,0.039107849,lichen_283,class-Polyketide
2892,lichen_283.scaffold_719.region001,0.008510638,lichen_283,class-Polyketide
2893,lichen_283.scaffold_856.region001,0.041781957,lichen_283,class-NRP
2894,lichen_283.scaffold_947.region001,0.010989011,lichen_283,class-Polyketide
2895,lichen_283.scaffold_95.region001,0.006802721,lichen_283,class-Polyketide
2896,lichen_284.scaffold_26.region001,0.012903226,lichen_284,class-Polyketide
2897,lichen_284.scaffold_9.region001,0.018386435,lichen_284,class-NRP
2898,lichen_285.scaffold_1097.region001,0.018497787,lichen_285,class-Polyketide
2899,lichen_285.scaffold_1225.region001,0.03125,lichen_285,class-Terpene
2900,lichen_285.scaffold_123.region001,0.024390244,lichen_285,class-Terpene
2901,lichen_285.scaffold_137.region001,0.045979673,lichen_285,class-Polyketide
2902,lichen_285.scaffold_155.region001,1.11e-16,lichen_285,class-Terpene
2903,lichen_285.scaffold_1627.region001,0.0,lichen_285,class-NRP
2904,lichen_285.scaffold_1650.region001,0.16573434,lichen_285,class-NRP
2905,lichen_285.scaffold_18.region001,0.004555832,lichen_285,class-NRP
2906,lichen_285.scaffold_195.region001,0.061427381,lichen_285,class-NRP
2907,lichen_285.scaffold_2.region001,0.015060782,lichen_285,class-NRP
2908,lichen_285.scaffold_21.region001,0.034911268,lichen_285,class-Polyketide
2909,lichen_285.scaffold_211.region001,0.015009381,lichen_285,class-Polyketide
2910,lichen_285.scaffold_253.region001,0.005221968,lichen_285,class-NRP
2911,lichen_285.scaffold_27.region001,0.137291968,lichen_285,class-NRP
2912,lichen_285.scaffold_28.region001,0.015528455,lichen_285,class-NRP
2913,lichen_285.scaffold_286.region001,0.0,lichen_285,class-NRP
2914,lichen_285.scaffold_342.region001,0.066300438,lichen_285,class-NRP
2915,lichen_285.scaffold_348.region001,0.034265111,lichen_285,class-Polyketide
2916,lichen_285.scaffold_35.region001,0.027909918,lichen_285,class-Polyketide
2917,lichen_285.scaffold_350.region001,0.0,lichen_285,class-Polyketide
2918,lichen_285.scaffold_357.region001,0.014894619,lichen_285,class-Polyketide
2919,lichen_285.scaffold_367.region001,0.099875133,lichen_285,class-Polyketide
2920,lichen_285.scaffold_371.region001,0.017391304,lichen_285,class-NRP
2921,lichen_285.scaffold_40.region001,0.020072419,lichen_285,class-NRP
2922,lichen_285.scaffold_419.region001,0.037755643,lichen_285,class-Polyketide
2923,lichen_285.scaffold_431.region001,0.023193215,lichen_285,class-Polyketide
2924,lichen_285.scaffold_450.region001,0.022086456,lichen_285,class-Polyketide
2925,lichen_285.scaffold_48.region001,0.004638724,lichen_285,class-NRP
2926,lichen_285.scaffold_51.region001,0.034146341,lichen_285,class-Polyketide
2927,lichen_285.scaffold_52.region001,0.010294118,lichen_285,class-Polyketide
2928,lichen_285.scaffold_53.region001,0.029754149,lichen_285,class-Polyketide
2929,lichen_285.scaffold_54.region001,0.051932626,lichen_285,class-Polyketide
2930,lichen_285.scaffold_590.region001,0.003020642,lichen_285,class-Polyketide
2931,lichen_285.scaffold_70.region001,0.18279373,lichen_285,class-NRP
2932,lichen_285.scaffold_76.region001,0.144460948,lichen_285,class-Other
2933,lichen_285.scaffold_91.region001,0.0,lichen_285,class-NRP
2934,lichen_285.scaffold_931.region001,2.22e-16,lichen_285,class-Other
2935,lichen_285.scaffold_98.region001,0.021916093,lichen_285,class-NRP
2936,lichen_285.scaffold_989.region001,0.0506829,lichen_285,class-Polyketide
2937,lichen_286.scaffold_1198.region001,0.025316456,lichen_286,class-NRP
2938,lichen_286.scaffold_1233.region001,0.0,lichen_286,class-Terpene
2939,lichen_286.scaffold_1359.region001,0.085470812,lichen_286,class-Terpene
2940,lichen_286.scaffold_310.region001,0.010869565,lichen_286,class-NRP
2941,lichen_286.scaffold_314.region001,0.261066493,lichen_286,class-Terpene
2942,lichen_286.scaffold_353.region001,0.0,lichen_286,class-Terpene
2943,lichen_286.scaffold_54.region001,0.063940696,lichen_286,class-Polyketide
2944,lichen_286.scaffold_698.region001,0.207499486,lichen_286,class-Terpene
2945,lichen_286.scaffold_701.region001,0.063873094,lichen_286,class-NRP
2946,lichen_286.scaffold_707.region001,0.0,lichen_286,class-Other
2947,lichen_286.scaffold_779.region001,0.0,lichen_286,class-NRP
2948,lichen_286.scaffold_891.region001,0.0,lichen_286,class-Other
2949,lichen_286.scaffold_907.region001,0.023297836,lichen_286,class-Polyketide
2950,lichen_287.c00078_NODE_78...region001,0.275362319,lichen_287,class-NRP
2951,lichen_288.c00016_NODE_16...region001,0.09152329,lichen_288,class-NRP
2952,lichen_288.c00021_NODE_21...region001,0.103670146,lichen_288,class-Polyketide
2953,lichen_288.c00031_NODE_31...region001,0.042642173,lichen_288,class-Polyketide
2954,lichen_288.c00087_NODE_87...region001,0.02173913,lichen_288,class-NRP
2955,lichen_288.c00102_NODE_10...region001,0.201253345,lichen_288,class-NRP
2956,lichen_288.c00110_NODE_11...region001,0.093719996,lichen_288,class-Other
2957,lichen_288.c00148_NODE_14...region001,0.010050506,lichen_288,class-NRP
2958,lichen_288.c00164_NODE_16...region001,0.017435381,lichen_288,class-Polyketide
2959,lichen_288.c00165_NODE_16...region001,0.069648746,lichen_288,class-NRP
2960,lichen_289.scaffold_101.region001,0.019963702,lichen_289,class-Polyketide
2961,lichen_289.scaffold_6.region001,0.145691778,lichen_289,class-Other
2962,lichen_29.scaffold_1.region001,0.281918931,lichen_29,class-NRP
2963,lichen_29.scaffold_1011.region001,0.023847377,lichen_29,class-Polyketide
2964,lichen_29.scaffold_1053.region001,0.026763986,lichen_29,class-Polyketide
2965,lichen_29.scaffold_1060.region001,0.060414308,lichen_29,class-Terpene
2966,lichen_29.scaffold_1065.region001,0.302525949,lichen_29,class-NRP
2967,lichen_29.scaffold_110.region001,0.076130229,lichen_29,class-NRP
2968,lichen_29.scaffold_111.region001,0.03405164,lichen_29,class-Polyketide
2969,lichen_29.scaffold_1130.region001,0.113460072,lichen_29,class-Polyketide
2970,lichen_29.scaffold_1134.region001,0.010869565,lichen_29,class-NRP
2971,lichen_29.scaffold_1237.region001,0.010869565,lichen_29,class-NRP
2972,lichen_29.scaffold_1246.region001,0.0125,lichen_29,class-NRP
2973,lichen_29.scaffold_1268.region001,0.014492754,lichen_29,class-NRP
2974,lichen_29.scaffold_1332.region001,0.013888889,lichen_29,class-Polyketide
2975,lichen_29.scaffold_136.region001,0.160208177,lichen_29,class-NRP
2976,lichen_29.scaffold_1379.region001,0.005882353,lichen_29,class-Polyketide
2977,lichen_29.scaffold_1457.region001,0.222076051,lichen_29,class-NRP
2978,lichen_29.scaffold_1462.region001,0.115942029,lichen_29,class-NRP
2979,lichen_29.scaffold_161.region001,0.047854785,lichen_29,class-Polyketide
2980,lichen_29.scaffold_163.region001,0.197589799,lichen_29,class-NRP
2981,lichen_29.scaffold_1697.region001,0.012320329,lichen_29,class-Polyketide
2982,lichen_29.scaffold_1745.region001,0.128585694,lichen_29,class-NRP
2983,lichen_29.scaffold_1776.region001,0.013186813,lichen_29,class-Polyketide
2984,lichen_29.scaffold_183.region001,0.018120682,lichen_29,class-Polyketide
2985,lichen_29.scaffold_1837.region001,0.040540541,lichen_29,class-NRP
2986,lichen_29.scaffold_19.region001,0.169353637,lichen_29,class-Polyketide
2987,lichen_29.scaffold_1940.region001,0.144284422,lichen_29,class-NRP
2988,lichen_29.scaffold_1979.region001,0.100353098,lichen_29,class-NRP
2989,lichen_29.scaffold_22.region001,0.010471493,lichen_29,class-NRP
2990,lichen_29.scaffold_222.region001,0.195418074,lichen_29,class-Other
2991,lichen_29.scaffold_231.region001,0.016621656,lichen_29,class-NRP
2992,lichen_29.scaffold_307.region001,0.021712177,lichen_29,class-Other
2993,lichen_29.scaffold_313.region001,0.010869565,lichen_29,class-NRP
2994,lichen_29.scaffold_325.region001,0.023121387,lichen_29,class-Polyketide
2995,lichen_29.scaffold_346.region001,0.00600503,lichen_29,class-NRP
2996,lichen_29.scaffold_348.region001,0.009898949,lichen_29,class-NRP
2997,lichen_29.scaffold_352.region001,0.044034246,lichen_29,class-Polyketide
2998,lichen_29.scaffold_365.region001,0.119901909,lichen_29,class-NRP
2999,lichen_29.scaffold_371.region001,0.026777863,lichen_29,class-Polyketide
3000,lichen_29.scaffold_387.region001,0.067504131,lichen_29,class-Polyketide
3001,lichen_29.scaffold_418.region001,0.086458933,lichen_29,class-Polyketide
3002,lichen_29.scaffold_460.region001,0.068779226,lichen_29,class-Polyketide
3003,lichen_29.scaffold_511.region001,0.073091071,lichen_29,class-NRP
3004,lichen_29.scaffold_530.region001,0.065931626,lichen_29,class-Polyketide
3005,lichen_29.scaffold_572.region001,0.018867925,lichen_29,class-Polyketide
3006,lichen_29.scaffold_574.region001,0.007067226,lichen_29,class-NRP
3007,lichen_29.scaffold_576.region001,0.147781446,lichen_29,class-NRP
3008,lichen_29.scaffold_588.region001,0.011834736,lichen_29,class-NRP
3009,lichen_29.scaffold_603.region001,2.22e-16,lichen_29,class-NRP
3010,lichen_29.scaffold_63.region001,0.063869188,lichen_29,class-Polyketide
3011,lichen_29.scaffold_638.region001,0.057787835,lichen_29,class-Other
3012,lichen_29.scaffold_65.region001,0.170638997,lichen_29,class-NRP
3013,lichen_29.scaffold_692.region001,0.0,lichen_29,class-Terpene
3014,lichen_29.scaffold_745.region001,0.028985507,lichen_29,class-NRP
3015,lichen_29.scaffold_758.region001,0.212248701,lichen_29,class-NRP
3016,lichen_29.scaffold_763.region001,0.110059006,lichen_29,class-Terpene
3017,lichen_29.scaffold_8.region001,0.072217167,lichen_29,class-NRP
3018,lichen_29.scaffold_848.region001,0.010548523,lichen_29,class-Polyketide
3019,lichen_29.scaffold_886.region001,0.021452145,lichen_29,class-Polyketide
3020,lichen_29.scaffold_887.region001,0.026694625,lichen_29,class-Polyketide
3021,lichen_29.scaffold_891.region001,0.0,lichen_29,class-Terpene
3022,lichen_29.scaffold_922.region001,0.201253345,lichen_29,class-Terpene
3023,lichen_29.scaffold_93.region001,0.024240109,lichen_29,class-Polyketide
3024,lichen_29.scaffold_946.region001,0.036829125,lichen_29,class-Polyketide
3025,lichen_290.c00004_NODE_4_...region001,0.141389591,lichen_290,class-Polyketide
3026,lichen_291.scaffold_217.region001,0.0,lichen_291,class-Terpene
3027,lichen_292.scaffold_126.region001,0.048708796,lichen_292,class-Polyketide
3028,lichen_292.scaffold_159.region001,0.0041841,lichen_292,class-Polyketide
3029,lichen_292.scaffold_16.region001,0.014963437,lichen_292,class-NRP
3030,lichen_292.scaffold_168.region001,0.028755691,lichen_292,class-NRP
3031,lichen_292.scaffold_185.region001,0.045117618,lichen_292,class-Polyketide
3032,lichen_292.scaffold_233.region001,0.0,lichen_292,class-NRP
3033,lichen_292.scaffold_313.region001,0.041111312,lichen_292,class-Polyketide
3034,lichen_292.scaffold_483.region001,0.006344915,lichen_292,class-NRP
3035,lichen_292.scaffold_733.region001,0.0,lichen_292,class-Terpene
3036,lichen_293.scaffold_107.region001,0.072401968,lichen_293,class-Polyketide
3037,lichen_293.scaffold_1086.region001,0.005899757,lichen_293,class-NRP
3038,lichen_293.scaffold_1104.region001,0.057971014,lichen_293,class-Terpene
3039,lichen_293.scaffold_1109.region001,0.031989141,lichen_293,class-Polyketide
3040,lichen_293.scaffold_1168.region001,0.142900731,lichen_293,class-NRP
3041,lichen_293.scaffold_125.region001,0.074292734,lichen_293,class-Polyketide
3042,lichen_293.scaffold_1314.region001,0.054441261,lichen_293,class-Polyketide
3043,lichen_293.scaffold_1344.region001,0.066896027,lichen_293,class-Polyketide
